MajorLinkerVersion,MinorOperatingSystemVersion,MajorSubsystemVersion,SizeOfStackReserve,TimeDateStamp,MajorOperatingSystemVersion,Characteristics,ImageBase,Subsystem,MinorImageVersion,MinorSubsystemVersion,SizeOfInitializedData,DllCharacteristics,DirectoryEntryExport,ImageDirectoryEntryExport,CheckSum,DirectoryEntryImportSize,SectionMaxChar,MajorImageVersion,AddressOfEntryPoint,SectionMinEntropy,SizeOfHeaders,SectionMinVirtualsize,malware
11,3,6,262144,1377162684,6,8226,6442450944,2,3,3,41472,352,3,347968,385280,268,3221225536,6,334520,0,1024,24,0
11,3,6,524288,1377170522,6,34,5368709120,2,3,3,9216,33120,0,0,25932,70,3221225536,6,9132,0.307820881,1024,104,0
11,3,6,524288,1377171677,6,34,5368709120,2,3,3,60416,33120,0,0,464470,326,3221225536,6,123448,1.081192904,1024,560,0
11,3,5,262144,1377142621,6,258,4194304,2,3,1,16384,33088,0,0,89462,129,3221225536,6,69632,2.231283661,1024,2364,0
11,3,6,262144,1377169299,6,8226,6442450944,3,3,3,7680,352,1,38064,56093,87,3221225536,6,34304,0.335931275,1024,256,0
11,0,4,1048576,1486626636,4,8450,4194304,3,0,0,2048,34112,0,0,82151,1,1610612768,0,27950,0.081539412,512,12,0
11,3,6,262144,1377143745,6,8450,268435456,3,3,3,18432,320,4,120976,178131,75,3221225536,6,118622,2.414755741,1024,1440,0
11,0,4,1048576,1377174932,4,8450,4194304,3,0,0,2048,34112,0,0,46047,1,1610612768,0,9358,0.081539412,512,12,0
11,3,6,262144,1377164813,6,8226,6442450944,2,3,3,41984,352,15,45344,198738,136,3221225536,6,49704,0.348903537,1024,432,0
11,3,6,262144,1366913649,6,8226,6442450944,3,3,3,11776,16736,2,123808,153034,79,3221225536,6,117360,1.483767305,1024,858,0
11,3,6,262144,1377164125,6,8226,6442450944,3,3,3,24064,352,4,195136,267854,140,3221225536,6,154616,2.323548143,1024,1234,0
11,3,6,262144,1377137261,6,8450,268435456,3,3,3,69120,320,6,342944,422565,170,3221225536,6,87273,0.573189909,1024,52,0
11,0,6,1048576,1375759552,4,8226,1393557504,3,0,0,2048,34144,0,0,163164,1,1610612768,0,148042,0.101910426,512,12,0
11,3,6,262144,1377140684,6,8450,1366818816,2,3,3,131072,320,3,247232,391513,398,3221225536,6,205332,4.666530533,1024,6958,0
11,3,6,262144,1377171905,6,8226,6442450944,3,3,3,81920,352,0,0,87213,0,1073741888,6,0,7.084665211,512,81840,0
11,0,4,1048576,1486626644,4,8450,4194304,3,0,0,2048,34112,0,0,55357,1,1610612768,0,26750,0.081539412,512,12,0
11,3,6,262144,1372678190,6,8226,6442450944,2,3,1,104960,16736,2,1111904,1235115,123,3221225536,6,909392,2.679263602,1024,816,0
11,3,5,262144,1377142576,6,8450,268435456,3,3,1,30720,320,1,1965008,2041355,87,3221225536,6,4945,0.709422492,1024,1096,0
11,3,6,262144,1377163034,6,8226,6.60E+12,2,3,3,297472,352,14,163344,3540962,526,3221225536,6,68828,1.614289675,1024,579,0
11,3,6,262144,1377139749,6,8450,268435456,2,3,0,9728,320,2,32752,89257,53,3221225536,6,23015,0.928011584,1024,1064,0
11,0,4,1048576,1377136404,4,8482,548864000,3,0,0,5120,34144,0,0,130252,1,1610612768,0,82238,0.098004176,512,12,0
11,3,6,524288,1377171054,6,34,5368709120,3,3,3,7680,33120,0,0,57231,60,3221225536,6,8476,0.301406807,1024,104,0
11,3,6,262144,1377171722,6,8226,6442450944,3,3,3,1024,352,3,4240,46423,0,1610612768,6,0,3.34651289,1024,428,0
11,3,6,262144,1377143121,6,8450,268435456,3,3,3,17920,320,4,77184,97927,134,3221225536,6,67787,3.378952715,1024,2536,0
11,3,6,262144,1377145029,6,8450,268435456,3,3,3,1024,1344,0,0,13900,0,1073741888,6,0,3.417032859,512,1024,0
11,3,6,262144,1377140765,6,8450,1589641216,2,3,3,58880,320,116,677264,789500,506,3221225536,6,4282,2.98470058,1024,4192,0
11,3,5,262144,1377171845,6,8226,6442450944,2,3,2,6924800,352,0,0,6959016,0,1073741888,6,0,4.948168263,512,6926336,0
11,0,4,1048576,1486626620,4,8450,4194304,3,0,0,2048,34112,0,0,34413,1,1610612768,0,10366,0.081539412,512,12,0
11,3,6,262144,1377144909,6,8450,1385693184,1,3,3,6144,1344,1,7648,19206,0,1610612800,6,0,2.53726067,1024,206,0
11,3,6,262144,1377137305,6,8450,268435456,2,3,3,1312256,320,3,4096,2329856,1130,3221225536,6,6634,1.09119365,1024,100,0
11,3,6,262144,1377165267,6,8226,6442450944,3,3,3,78336,352,2,24484,127608,131,3221225536,6,14832,0.123248899,1024,184,0
11,3,6,262144,1377171103,6,8226,6442450944,3,3,3,11776,352,1,32928,93615,110,3221225536,6,28836,0.556577715,1024,756,0
11,3,6,524288,1377167403,6,34,5368709120,2,3,3,58368,33120,0,0,921357,247,3221225536,6,596140,3.120481374,1024,3928,0
11,3,6,262144,1366921245,6,8226,6442450944,3,3,3,24576,16736,59,108352,186743,85,3221225536,6,100208,2.146867723,1024,768,0
11,3,6,262144,1377144893,6,8450,1385693184,1,3,3,5632,1344,1,7584,15448,0,1610612800,6,0,2.597723111,1024,196,0
11,3,6,524288,1377170623,6,34,5368709120,2,3,3,16384,33120,0,0,45193,68,3221225536,6,11000,1.770884303,1024,1224,0
11,3,6,262144,1377140869,6,8450,268435456,2,3,3,110080,320,4,176688,346308,359,3221225536,6,161934,3.542984909,1024,2640,0
10,1,5,1048576,1328933657,6,34,16777216,3,1,2,6656,33088,0,0,112112,157,3221225536,6,69996,1.095817819,1024,456,0
11,0,4,1048576,1377135952,4,8482,268435456,3,0,0,1536,34144,0,0,2759112,1,1610612768,0,2734846,0.081539412,512,12,0
11,3,6,262144,1377169671,6,11298,6442450944,3,3,1,51200,352,5,579376,676338,217,3221225536,6,419600,2.430886219,1024,7684,0
11,3,6,262144,1377138080,6,8450,268435456,3,3,3,109568,320,28,112352,277343,195,3221225536,6,95258,2.678535682,1024,1832,0
11,3,6,262144,1377142212,6,258,4194304,2,3,3,166912,33088,0,0,259103,211,3221225536,6,80411,2.021429734,1024,1844,0
11,0,4,1048576,1489934971,4,8450,4194304,3,0,0,2048,34112,0,0,50066,1,1610612768,0,24142,0.077633162,512,12,0
11,0,6,1048576,1375758195,4,8226,1479213056,3,0,0,2048,34144,0,0,197577,1,1610612768,0,168602,0.101910426,512,12,0
11,0,5,0,1377136412,5,8450,268435456,3,0,0,0,34112,0,0,1685056,0,3758096448,0,0,4.979460279,1024,34556,0
11,0,5,0,1377136343,5,8450,268435456,3,0,0,0,34112,0,0,152450,0,3758096448,0,0,3.746816908,1024,3048,0
11,3,6,262144,1377140524,6,8450,268435456,2,3,3,773632,320,6,96112,1340873,433,3221225536,6,4282,2.97743371,1024,12368,0
11,3,6,262144,1377139633,6,8450,268435456,2,3,1,147456,320,4,134848,166300,113,3221225536,6,121260,3.379575291,1024,2400,0
11,0,4,1048576,1377136372,4,8482,268435456,3,0,0,2048,34144,0,0,2177842,1,1610612768,0,2134334,0.101910426,512,12,0
11,3,5,262144,1377139430,6,8450,268435456,2,3,1,21504,320,2,190256,235705,98,3221225536,6,92602,1.902633438,1024,1104,0
11,3,6,262144,1377165934,6,8226,6442450944,3,3,3,7680,352,2,12224,38416,39,3221225536,6,5612,0,1024,24,0
11,0,4,1048576,1489868866,4,8450,4194304,3,0,0,2048,34112,0,0,38097,1,1610612768,0,14478,0.081539412,512,12,0
11,3,6,262144,1377143651,6,8450,1590689792,3,3,3,8192,320,9,27264,31783,80,3221225536,6,25012,0.228726285,1024,1000,0
11,3,6,524288,1377171167,6,34,5368709120,3,3,3,7680,33120,0,0,50125,36,3221225536,6,5772,0.301406807,1024,94,0
14,1,6,1048576,1506456903,6,8226,6442450944,2,0,1,63488,352,4,107888,152861,125,3221225536,0,21332,0.020393135,1024,9,0
11,0,4,1048576,1377130324,4,8482,268435456,3,0,0,2048,34144,0,0,185545,1,1610612768,0,155086,0.101910426,512,12,0
11,3,6,524288,1377165233,6,34,5368709120,2,3,3,11776,33248,0,0,63556,98,3221225600,6,13668,0,1024,4,0
11,2,5,0,1375749090,5,8226,6.89E+12,3,0,2,0,33088,0,0,90752,0,3221225536,0,0,1.121981184,1024,76,0
11,3,6,262144,1366921171,6,8226,6442450944,3,3,3,10752,16736,3,76432,84696,82,3221225536,6,56000,1.886847071,1024,744,0
11,3,6,262144,1377142629,6,8450,268435456,2,3,3,14336,320,124,123488,143717,48,3221225536,6,121314,0.228726285,1024,1152,0
11,3,6,262144,1377171942,6,8226,6442450944,3,3,3,1536,352,8,4240,49895,0,1610612768,6,0,0.020393135,1024,26,0
11,3,6,262144,1377137463,6,8450,268435456,3,3,3,1037312,320,4,121408,1172984,183,3221225536,6,96960,4.284753463,1024,2516,0
11,3,6,262144,1377171606,6,8226,2147549184,1,3,0,24576,352,9,45056,68190,4,3791650848,6,0,0.129442628,1024,45,0
11,3,6,262144,1377140279,6,8450,1786773504,3,3,2,275968,320,1,2842640,3105294,512,3221225536,6,2785861,3.355615305,1024,1000,0
14,0,6,262144,3150136436,10,8226,6442450944,3,0,1,125952,16736,19,608352,656805,288,3221225536,10,505680,2.502095455,1024,720,0
11,3,6,262144,1377144935,6,8450,268435456,1,3,3,6144,1344,1,8112,43898,0,1610612800,6,0,2.719100741,1024,214,0
11,3,6,262144,1377138786,6,8450,268435456,2,3,3,30720,320,3,191264,270079,74,3221225536,6,37065,0.40263417,1024,44,0
11,3,6,262144,1377145079,6,8450,1347420160,3,3,3,61440,1344,0,0,91725,0,1073741888,6,0,3.426938236,512,61096,0
11,0,5,0,1377135641,5,8450,268435456,3,0,0,0,34112,0,0,265769,0,3758096448,0,0,3.501304738,1024,4476,0
6,0,4,1048576,956673432,4,1295,4194304,2,0,0,5632,0,2,18192,0,70,3221225536,4,8623,2.910927129,1024,1124,0
11,0,6,1048576,1375748812,4,8226,1686110208,3,0,0,4096,34144,0,0,893004,1,1610612768,0,826838,0.098004176,512,12,0
10,2,5,1048576,1413904982,5,34,5368709120,3,0,2,17920,33088,46,25312,0,79,3221225536,0,16832,0.63430425,1024,132,0
14,0,6,1048576,1498654462,6,8450,268435456,2,9,0,111104,320,2,151584,249414,824,3221225536,5,114853,0.020393135,1024,9,0
11,0,4,1048576,1486626626,4,8450,4194304,3,0,0,1536,34112,0,0,68331,1,1610612768,0,12926,0.081539412,512,12,0
11,3,6,262144,1377141697,6,8450,268435456,3,3,3,878080,320,3,868288,1805219,580,3221225536,6,745503,4.219106879,1024,13720,0
11,3,6,262144,1377139927,6,8450,268435456,3,3,3,7168,320,12,12224,69602,53,3221225536,6,9816,1.689488948,1024,1064,0
11,3,6,262144,1377160320,6,8226,6442450944,3,3,3,7680,352,0,89408,130057,48,3221225536,6,87912,1.325780349,1024,160,0
11,3,5,262144,1377144227,6,258,4194304,2,3,1,13824,33088,0,0,90237,129,3221225536,6,27559,0.32639466,1024,2008,0
11,0,4,1048576,1377174659,4,8450,4194304,3,0,0,2048,34112,0,0,61559,1,1610612768,0,28798,0.081539412,512,12,0
11,0,4,1048576,1377136391,4,8482,268435456,3,0,0,2048,34144,0,0,34536,1,1610612768,0,17054,0.081539412,512,12,0
14,0,10,262144,3750594665,10,8226,6442450944,3,0,0,2048,352,3,4192,47214,0,1073741888,10,0,3.259341582,1024,592,0
11,3,6,262144,1377142599,6,8450,268435456,2,3,3,582656,320,4,59184,695154,184,3221225536,6,53064,2.782661082,1024,4866,0
11,3,6,262144,1377144935,6,8450,1385693184,1,3,3,5632,1344,1,7248,41028,0,1610612800,6,0,2.255290082,1024,168,0
11,3,6,262144,1377142316,6,8450,268435456,2,3,3,12288,320,4,53824,84864,107,3221225536,6,46391,1.350902073,1024,1040,0
10,0,5,1048576,1330111199,5,258,4194304,2,0,0,445952,34112,0,0,802351,172,3221225600,6,14819,0,1024,3978,0
10,1,5,1048576,1504667863,5,8450,1839595520,2,0,1,69120,320,28,116848,186400,59,3221225536,0,54819,0.278747324,1024,896,0
14,0,6,262144,82306991,10,11298,6442450944,3,0,1,96256,16736,739,74032,148010,223,3221225536,10,39136,0.856318274,1024,136,0
11,3,6,262144,1377143366,6,258,4194304,2,3,3,67072,33088,0,0,90942,56,3221225536,6,7180,0.183338792,1024,884,0
11,3,6,262144,1377142287,6,8450,268435456,2,3,3,2679808,320,11,4096,13917833,498,3221225536,6,4657,3.372711732,1024,14806,0
11,3,6,262144,1377141659,6,258,4194304,2,3,3,195584,33088,0,0,360619,327,3221225536,6,119312,1.5530845,1024,6890,0
11,0,6,1048576,1375748669,4,8226,268435456,3,0,0,2048,34144,0,0,85042,1,1610612768,0,12026,0.081539412,512,12,0
11,0,5,0,1377136403,5,8450,558694400,3,0,0,0,34112,0,0,256019,0,3758096448,0,0,4.950162614,1024,10372,0
11,3,6,262144,1377140132,6,8450,268435456,3,3,3,5120,1344,3,7008,16235,25,3221225536,6,6542,0.224019407,1024,730,0
11,3,6,262144,1377144185,6,8450,268435456,3,3,3,16896,320,18,130624,161683,113,3221225536,6,10197,2.993744923,1024,1488,0
11,3,6,262144,1377143426,6,8450,268435456,2,3,3,58880,320,1,111520,190918,65,3221225536,6,107657,3.095733235,1024,1904,0
11,3,6,262144,1377143116,6,258,4194304,2,3,3,37376,33088,0,0,86024,100,3221225536,6,19949,3.259697957,1024,1528,0
11,3,6,262144,1377142623,6,8450,268435456,2,3,3,10240,320,2,24944,91031,68,3221225536,6,21959,2.918778835,1024,1448,0
11,3,6,262144,1377145005,6,8450,268435456,3,3,1,2048,1344,0,0,15568,0,1073741888,6,0,3.349600451,512,1992,0
11,3,6,262144,1377145016,6,258,4194304,2,3,3,19456,33088,191,19048,164530,177,3221225536,6,44651,3.13173408,1024,2192,0
11,3,6,262144,1377142377,6,8450,268435456,2,3,0,7680,320,2,17520,82140,35,3221225536,6,7799,0.504963131,1024,1028,0
11,3,6,524288,1377164264,6,34,5368709120,2,3,3,32768,33120,0,0,272953,181,3221225600,6,57940,0,1024,48,0
11,0,6,1048576,1375748670,4,8226,268435456,3,0,0,2048,34144,0,0,65723,1,1610612768,0,9786,0.081539412,512,12,0
11,3,6,262144,1377166472,6,8226,6442450944,2,3,3,327168,352,7,4042400,4377404,513,3221225536,6,3318904,1.401138161,1024,19280,0
12,0,6,1048576,1373597528,6,8482,268435456,2,0,0,20992,320,4,70656,104572,87,3221225536,10,22953,2.532623232,1024,332,0
11,3,6,262144,1377139827,6,258,4194304,3,3,3,10752,33088,0,0,58568,62,3221225536,6,8392,0.859644692,1024,1584,0
11,3,6,262144,1377144253,6,258,4194304,3,3,3,13824,33088,0,0,65582,88,3221225536,6,36237,0.183338792,1024,1636,0
11,3,6,262144,1377143459,6,258,4194304,2,3,1,9216,33088,0,0,71054,66,3221225536,6,19102,0.604432654,1024,1728,0
11,3,6,262144,1377144893,6,8450,1385693184,1,3,3,5632,1344,1,7696,33070,0,1610612800,6,0,2.41808473,1024,182,0
11,0,5,0,1377135368,5,8450,268435456,3,0,0,0,34112,0,0,1252371,0,3758096448,0,0,4.576341173,1024,30500,0
11,3,6,262144,1377139020,6,8450,268435456,2,3,3,37888,320,36,310016,382983,302,3221225536,6,303440,2.27311024,1024,1136,0
11,3,6,262144,1377139964,6,8450,268435456,3,3,3,9728,320,1,32848,91022,99,3221225536,6,30457,0.228726285,1024,900,0
11,3,6,262144,1377144874,6,8450,1312292864,3,3,3,3584,1344,24,4160,23696,0,1073741888,6,0,2.55222686,1024,1056,0
11,0,4,1048576,1486626625,4,8450,4194304,3,0,0,2048,34112,0,0,70258,1,1610612768,0,15502,0.081539412,512,12,0
14,1,5,1048576,1481079868,5,8450,268435456,2,6,1,25088,320,2,28416,0,202,3221225536,5,18438,0.020393135,1024,9,0
11,0,6,1048576,1375748972,4,8226,1637875712,3,0,0,63488,34144,0,0,1336052,1,1610612768,0,1193866,0.101910426,512,12,0
11,3,6,262144,1377142365,6,8450,268435456,2,3,3,40448,320,36,281568,323376,185,3221225536,6,269704,3.19737486,1024,2768,0
11,3,6,262144,1377168019,6,8226,6442450944,2,3,3,2389504,352,4,1560928,3997732,829,3221225536,6,1232248,3.767249203,1024,23052,0
11,3,5,262144,1377142580,6,8450,268435456,3,3,1,36864,320,1,1085912,4512110,87,3221225536,6,1056353,1.862723318,1024,1096,0
11,3,6,262144,1377165348,6,8226,6442450944,3,3,3,6144,352,4,9440,74076,37,3221225536,6,8508,0.362317554,1024,60,0
11,3,6,262144,1377171944,6,8226,6442450944,3,3,3,1024,352,13,4240,30220,0,1610612768,6,0,3.34651289,1024,932,0
11,3,6,262144,1377142663,6,8450,268435456,2,3,3,142848,320,4,65488,229230,60,3221225536,6,63488,2.114495692,1024,1912,0
11,3,6,262144,1377142126,6,8450,268435456,3,3,1,11264,320,2,46160,117328,99,3221225536,6,37429,2.171076719,1024,1056,0
11,3,6,262144,1377143768,6,258,4194304,2,3,3,7168,33088,0,0,40217,34,3221225536,6,4955,0.183338792,1024,880,0
11,3,6,262144,1377141874,6,8450,268435456,3,3,3,96256,320,4,196528,287356,133,3221225536,6,194492,1.783042351,1024,3328,0
11,2,5,0,1375748727,5,8226,6.89E+12,3,0,2,0,33088,0,0,5571348,0,3758096448,0,0,3.656409515,1024,40584,0
11,3,6,262144,1377141391,6,8450,479199232,2,3,3,22528,320,4,168084,186381,118,3221225536,6,165948,2.965491886,1024,1304,0
11,0,6,1048576,1375748880,4,8226,2063925248,3,0,0,82944,34144,0,0,4878208,1,1610612768,0,4719414,0.081539412,512,12,0
11,3,6,262144,1377165328,6,8226,6442450944,2,3,3,80896,352,3,506288,630410,384,3221225536,6,178196,2.657151963,1024,3146,0
11,0,4,1048576,1377136336,4,8482,268435456,3,0,0,2048,34144,0,0,31971,1,1610612768,0,19982,0.081539412,512,12,0
11,3,6,262144,1377171202,6,8226,6442450944,3,3,3,7680,352,1,12512,30269,42,3221225536,6,9480,0.074070012,1024,324,0
10,1,5,1048576,1504667860,5,8450,1886978048,2,0,1,17920,320,14,163712,203351,79,3221225536,0,157664,2.917634357,1024,872,0
10,1,5,1048576,1504667881,5,8450,1886781440,2,0,1,5120,320,5,14416,30651,35,3221225536,0,7071,0.278747324,1024,470,0
11,3,6,262144,1377140056,6,8450,268435456,3,3,3,5632,320,4,8256,50096,41,3221225536,6,6065,0.285781807,1024,163,0
11,2,5,0,1375759643,5,8226,6.89E+12,3,0,2,0,33088,0,0,728163,0,3758096448,0,0,3.337207744,1024,11684,0
11,3,6,262144,1377139214,6,8450,268435456,2,3,3,7367168,320,3,5392,11692458,1630,3221225600,6,4273,0,1024,9,0
11,3,6,262144,1377140083,6,8450,1491599360,3,3,3,6144,320,44,5188,48694,22,3221225536,6,4247,1.339293852,1024,396,0
11,3,6,262144,1377169298,6,11298,6442450944,3,3,3,30208,352,5,147120,188148,141,3221225536,6,84828,2.027224295,1024,1328,0
11,3,6,262144,1377140067,6,8450,268435456,3,3,3,6656,320,1,9024,44792,33,3221225536,6,7045,1.902374162,1024,1116,0
11,3,6,524288,1377170098,6,34,5368709120,3,3,3,21504,33120,0,0,216164,137,3221225536,6,112916,2.057951127,1024,1628,0
11,0,5,0,1375762675,5,8450,1358888960,3,0,0,0,34112,0,0,1118783,0,3758096448,0,0,4.604976662,1024,29768,0
11,3,6,262144,1377144301,6,258,4194304,3,3,3,9216,33088,0,0,56474,101,3221225536,6,10611,0.183338792,1024,924,0
11,3,6,262144,1377144934,6,8450,268435456,1,3,3,5632,1344,1,7376,57776,0,1610612800,6,0,2.536557872,1024,192,0
11,3,6,262144,1377140035,6,8450,1492385792,2,3,0,5632,320,16,33184,52529,37,3221225536,6,4288,0.228726285,1024,648,0
11,0,4,1048576,1377174645,4,8450,4194304,3,0,0,2048,34112,0,0,21093,1,1610612768,0,16846,0.081539412,512,12,0
14,0,6,262144,2552478627,10,11298,6442450944,2,0,1,291328,16736,3,1227568,1341279,363,3221225536,10,964848,3.30816612,1024,2968,0
11,3,6,262144,1377144377,6,8450,2026373120,2,3,3,142336,320,259,4096,664374,278,3221225536,6,11439,2.805279351,1024,9262,0
11,3,5,262144,1377139360,6,8450,268435456,2,3,1,16384,320,2,97280,162205,88,3221225536,6,81577,2.479495209,1024,1032,0
11,3,6,262144,1377143769,6,8450,268435456,2,3,3,5120,320,4,7904,23007,39,3221225536,6,5745,0.51097404,1024,67,0
11,3,6,262144,1377169946,6,8226,6442450944,2,3,3,31744,352,7,171392,223935,108,3221225536,6,158216,3.058724719,1024,1336,0
10,0,4,1048576,1493393578,4,8482,268435456,2,22,0,942592,448,924,1200320,1363624,155,3221225536,501,113829,2.496437502,1024,1056,0
14,0,10,262144,1469684932,10,8226,6442450944,3,0,0,4608,352,72,4160,56764,0,1073741888,10,0,3.34887781,1024,1024,0
11,3,6,262144,1377143401,6,8450,268435456,3,3,3,16896,320,4,28656,84894,103,3221225536,6,25400,2.127378292,1024,1340,0
11,0,6,1048576,1375749549,6,34,5368709120,3,0,0,1061888,33120,1,3082368,3553035,302,3221225536,10,2364412,0,1024,17,0
11,3,6,262144,1377171794,6,8226,6442450944,3,3,3,1536,352,33,4240,32225,0,1610612768,6,0,0.020393135,1024,26,0
10,1,5,1048576,1504667860,5,8450,1830092800,2,0,1,5120,320,2,10176,64741,33,3221225536,0,6048,0.278747324,1024,460,0
11,0,6,1048576,1375758218,4,8226,268435456,3,0,0,2048,34144,0,0,225454,1,1610612768,0,167790,0.101910426,512,12,0
11,0,5,0,1377136395,5,8450,268435456,3,0,0,0,34112,0,0,359900,0,3758096448,0,0,3.81138908,1024,1680,0
11,3,6,262144,1377171139,6,8226,6442450944,3,3,3,7168,352,23,12784,47570,42,3221225536,6,8840,1.428599321,1024,194,0
11,3,6,262144,1377143320,6,8450,1585971200,2,3,3,164864,320,4,12940,268685,242,3221225536,6,4237,1.600299378,1024,3758,0
11,3,6,262144,1377143535,6,258,4194304,2,3,3,8192,33088,0,0,23695,52,3221225536,6,10163,0.240445035,1024,1452,0
11,0,5,0,1377136399,5,8450,268435456,3,0,0,0,34112,0,0,307279,0,3758096448,0,0,4.122041186,1024,3752,0
11,3,6,262144,1377141629,6,8450,1599602688,2,3,3,579072,320,12,473280,1109205,337,3221225536,6,462774,1.074253771,1024,67,0
11,0,4,1048576,1377136290,4,8482,268435456,3,0,0,2048,34144,0,0,96294,1,1610612768,0,45182,0.081539412,512,12,0
11,3,6,262144,1377142124,6,258,4194304,2,3,3,506368,33088,0,0,557098,65,3221225536,6,10355,0.240445035,1024,908,0
11,3,6,262144,1377142782,6,258,4194304,2,3,3,89088,33088,0,0,144631,31,3221225536,6,5355,0.183338792,1024,880,0
8,0,4,1048576,1377135491,4,8482,268435456,3,0,0,8192,34144,0,0,518323,1,1610612768,0,495918,0.016408465,4096,12,0
10,1,5,262144,1274491449,6,8450,268435456,3,1,0,91136,320,17,2027072,2139471,106,3221225536,6,2015387,2.904289287,1024,968,0
11,0,4,1048576,1377136412,4,8482,268435456,3,0,0,2048,34144,0,0,838448,1,1610612768,0,833598,0.098004176,512,12,0
11,0,4,1048576,1377160775,4,8482,268435456,3,0,0,2048,34144,0,0,39147,1,1610612768,0,35358,0.081539412,512,12,0
11,0,4,1048576,1486627272,4,8450,4194304,3,0,0,2048,34112,0,0,50077,1,1610612768,0,23550,0.061162852,512,12,0
14,0,6,1048576,1504140972,6,8450,268435456,2,0,0,221696,16704,5,691408,777744,186,3221225536,0,279264,0.020393135,1024,9,0
11,3,6,262144,1377162497,6,8226,6442450944,2,3,3,15872,352,2,18776,99289,147,3221225536,6,4244,1.207754388,1024,160,0
11,0,4,1048576,1377174315,4,8450,4194304,3,0,0,1536,34112,0,0,59996,1,1610612768,0,10286,0.081539412,512,12,0
11,3,6,262144,1377141227,6,8450,1558708224,2,3,3,316416,320,4,576528,886411,713,3221225536,6,486051,5.016224253,1024,12876,0
11,0,4,1048576,1377174493,4,8450,4194304,3,0,0,2048,34112,0,0,40423,1,1610612768,0,10622,0.081539412,512,12,0
11,0,4,1048576,1377136404,4,8482,555417600,3,0,0,8192,34144,0,0,126068,1,1610612768,0,119390,0.101910426,512,12,0
11,3,6,262144,1377144076,6,8450,268435456,3,3,3,12800,320,2,66320,107282,48,3221225536,6,63843,1.905782315,1024,1016,0
11,0,6,1048576,1375758279,4,8226,1472921600,3,0,0,2048,34144,0,0,602483,1,1610612768,0,583614,0.101910426,512,12,0
11,3,6,262144,1368124307,6,8226,6442450944,3,3,3,13312,16736,2,156528,224175,107,3221225536,6,132928,1.939525819,1024,992,0
11,3,6,262144,1377144231,6,8450,268435456,2,3,3,11776,320,19,53184,95973,114,3221225536,6,50508,1.084857772,1024,1336,0
11,3,6,262144,1377139616,6,8450,268435456,2,3,3,6144,320,1,16288,73034,26,3221225536,6,12849,0.285781807,1024,844,0
11,3,6,262144,1377140150,6,8450,268435456,3,3,3,126464,320,633,14536,2397691,206,3221225600,6,362933,0,1024,1352,0
11,3,6,262144,1377139591,6,8450,268435456,3,3,3,13824,320,9,8144,65806,28,3221225536,6,5901,0.228726285,1024,880,0
14,0,6,1048576,1497914963,6,258,4194304,2,0,0,81333760,33088,0,0,81507234,134,3221225536,0,41356,0.020393135,1024,9,0
11,3,6,262144,1377144994,6,8450,268435456,2,3,1,1536,1344,0,0,55866,0,1073741888,6,0,3.031689329,512,1328,0
11,3,6,262144,1377138116,6,8450,268435456,3,3,3,76800,320,5,558768,640467,276,3221225536,6,89685,0.061162852,1024,16,0
2,0,4,1048576,708992537,1,33166,4194304,2,0,0,3325440,0,0,0,0,417,3221225536,0,1006656,0,1024,8,0
11,3,6,262144,1377143259,6,8450,1573519360,2,3,1,179200,320,482,4096,2178172,239,3221225536,6,798713,0.155177575,1024,20,0
10,0,4,1048576,1493393620,4,8482,268435456,2,22,0,162816,448,679,702224,819676,119,3221225536,501,16018,2.672444088,1024,1128,0
11,3,6,262144,1377143035,6,8450,268435456,3,0,3,18432,320,4,128416,152023,126,3221225536,1,104079,2.518241303,1024,1032,0
11,2,5,0,1375748016,5,8226,6.89E+12,3,0,2,0,33088,0,0,704002,0,3758096448,0,0,3.420575594,1024,12708,0
11,3,6,262144,1377144515,6,8450,268435456,3,3,3,5120,1344,11,4176,71083,25,3221225536,6,4101,0.62734061,1024,892,0
10,1,5,1048576,1504667860,5,8450,1838874624,2,0,1,30208,320,2,122256,154193,85,3221225536,0,99423,2.592821143,1024,920,0
11,3,6,262144,1377144922,6,8450,268435456,1,3,3,5632,1344,1,7760,61496,0,1610612800,6,0,2.579912999,1024,194,0
11,0,4,1048576,1377160805,4,8482,268435456,3,0,0,2048,34144,0,0,72257,1,1610612768,0,15454,0.081539412,512,12,0
10,0,4,1048576,1493393620,4,8482,268435456,2,22,0,476160,448,536,1409632,1623682,159,3221225536,501,82502,2.639254575,1024,1120,0
11,0,4,1048576,1377136284,4,8482,268435456,3,0,0,2048,34144,0,0,35073,1,1610612768,0,30158,0.081539412,512,12,0
11,3,6,262144,1377142349,6,8450,268435456,2,3,3,22016,320,9,81808,126803,153,3221225536,6,70433,2.31718273,1024,163,0
11,3,6,262144,1377139627,6,8450,268435456,3,3,3,9216,320,5,15776,69028,71,3221225536,6,12264,0.061162852,1024,16,0
11,3,6,262144,1377142770,6,8450,268435456,2,3,3,9728,320,4,38640,61194,93,3221225536,6,30991,1.095334629,1024,1024,0
11,3,6,524288,1377170592,6,34,5368709120,3,3,3,8704,33120,0,0,67761,75,3221225536,6,14304,0.303914631,1024,124,0
11,3,6,262144,1377170180,6,8226,6442450944,3,3,3,15872,352,4,31952,70985,70,3221225536,6,23376,2.802011554,1024,422,0
11,3,6,262144,1377143269,6,290,4194304,3,3,3,10752,33088,572,64768,147065,104,3221225536,6,63075,0.941684478,1024,1112,0
